track_id,displacement,dist_to_bike_lane,is_bike_lane
dfd56bcc7277be4a+1,8.86767798177405,3.4517083145752596,0
dfd56bcc7277be4a+1,9.031113365785185,3.5111079514104175,0
dfd56bcc7277be4a+1,9.163542984808464,3.5892587210058444,0
dfd56bcc7277be4a+1,9.376870488686835,3.6736990971072188,0
dfd56bcc7277be4a+1,9.525945389226376,3.7563102955741257,0
dfd56bcc7277be4a+1,9.669648369097716,3.8405856520806023,0
dfd56bcc7277be4a+1,9.8043395505485,3.92984246408142,0
dfd56bcc7277be4a+1,9.936295437833087,4.017238660005764,0
dfd56bcc7277be4a+1,10.055966411704487,4.112973507454538,0
dfd56bcc7277be4a+1,10.164844389083079,3.4080882779582478,0
dfd56bcc7277be4a+1,10.310401877230792,2.4377150374060776,0
dfd56bcc7277be4a+1,10.397005129452472,1.4680799384014789,1
dfd56bcc7277be4a+1,10.4997549082064,0.4989467701609186,1
dfd56bcc7277be4a+1,10.644039183976059,0.5277220778511813,1
dfd56bcc7277be4a+1,10.70904881770002,1.54147382900395,1
dfd56bcc7277be4a+1,10.833650949373501,2.5744675568265296,0
dfd56bcc7277be4a+1,10.934729962436766,3.61967493276951,0
dfd56bcc7277be4a+1,11.039262373993454,4.657568700886984,0
dfd56bcc7277be4a+1,11.123521984936998,4.879044783374247,0
dfd56bcc7277be4a+1,11.261878852726678,4.931758062285453,0
dfd56bcc7277be4a+1,11.303861777203421,4.938293479987104,0
dfd56bcc7277be4a+1,11.400067411949715,4.977564679797278,0
dfd56bcc7277be4a+1,11.51870613807119,4.993535522519434,0
dfd56bcc7277be4a+1,11.574323414880661,5.0057710139029705,0
dfd56bcc7277be4a+1,11.661913138607106,5.018131237196811,0
dfd56bcc7277be4a+1,11.74069828567149,5.01459430017861,0
dfd56bcc7277be4a+1,11.814305585703664,5.025781363996994,0
dfd56bcc7277be4a+1,11.913723802598762,5.020866705555118,0
dfd56bcc7277be4a+1,11.973885629740039,5.0047194009720615,0
dfd56bcc7277be4a+1,12.050404786052109,5.001258189963332,0
dfd56bcc7277be4a+1,12.1432670962611,4.98516087912013,0
dfd56bcc7277be4a+1,12.258796375393729,4.95555550289592,0
dfd56bcc7277be4a+1,12.352924201627017,4.934901361327961,0
dfd56bcc7277be4a+1,12.441290964164356,4.91898278330423,0
dfd56bcc7277be4a+1,12.561826540945162,4.894136951754534,0
dfd56bcc7277be4a+1,12.629401180494922,4.873475385144061,0
dfd56bcc7277be4a+1,12.707052502437003,4.850109103423405,0
dfd56bcc7277be4a+1,12.807192418678593,4.833723721079141,0
dfd56bcc7277be4a+1,12.90837599791098,4.79622044605781,0
dfd56bcc7277be4a+1,12.998860767807676,4.776093371758118,0
dfd56bcc7277be4a+1,13.079001998928288,4.759223647238581,0
dfd56bcc7277be4a+1,13.181614889227733,4.739023171717783,0
dfd56bcc7277be4a+1,13.266720725975027,4.715589252455902,0
dfd56bcc7277be4a+1,13.296565271887541,4.687279767596062,0
dfd56bcc7277be4a+1,13.387796459091387,4.681627229639276,0
dfd56bcc7277be4a+1,13.442334610914614,4.648215165260182,0
dfd56bcc7277be4a+1,13.487104670730687,4.632656682623618,0
dfd56bcc7277be4a+1,13.518286872631261,4.603132078951107,0
dfd56bcc7277be4a+1,13.524894441530485,4.577114809506871,0
dfd56bcc7277be4a+1,13.548774719717303,4.540054947535105,0
dfd56bcc7277be4a+1,13.556453922774253,4.527115854010534,0
dfd56bcc7277be4a+1,13.538016450361798,4.506120503333148,0
dfd56bcc7277be4a+1,13.537923094524317,4.45510084438729,0
dfd56bcc7277be4a+1,13.56852778471224,4.444865463410228,0
dfd56bcc7277be4a+1,13.621420744104716,4.408211629205619,0
dfd56bcc7277be4a+1,13.658184132780303,4.39303451295659,0
dfd56bcc7277be4a+1,13.71380270544523,4.3700574692587555,0
dfd56bcc7277be4a+1,13.710556867945753,4.341305402805054,0
dfd56bcc7277be4a+1,13.781391322868044,4.331102029597605,0
dfd56bcc7277be4a+1,13.818628886672958,4.3104024775187,0
dfd56bcc7277be4a+1,13.880470757147268,4.292926385783678,0
dfd56bcc7277be4a+1,13.92297019361618,4.28558786052152,0
dfd56bcc7277be4a+1,13.967237527496367,4.266228993943991,0
dfd56bcc7277be4a+1,14.01291269684992,4.255847626443947,0
dfd56bcc7277be4a+1,13.99877847404626,4.234763750410436,0
dfd56bcc7277be4a+1,14.016138764223523,4.219539108109489,0
dfd56bcc7277be4a+1,14.057793769111633,4.2111967571977615,0
dfd56bcc7277be4a+1,14.07854943506893,4.2084801348973375,0
dfd56bcc7277be4a+1,14.116323323109226,4.198221682882471,0
dfd56bcc7277be4a+1,14.168658129333457,4.197727540881926,0
dfd56bcc7277be4a+1,14.212309315795695,4.203945400382625,0
dfd56bcc7277be4a+1,14.242712410491597,4.188588055657839,0
dfd56bcc7277be4a+1,14.269993949847628,4.172893215182399,0
dfd56bcc7277be4a+1,14.341445542981365,4.1776142120144195,0
dfd56bcc7277be4a+1,14.36372404159874,4.177011226679312,0
dfd56bcc7277be4a+1,14.437403366428413,4.1941815547513945,0
dfd56bcc7277be4a+1,14.463109437348486,4.183530157435846,0
dfd56bcc7277be4a+1,14.541761848071122,4.191208321792066,0
dfd56bcc7277be4a+1,14.579093024664141,4.185809610106202,0
dfd56bcc7277be4a+1,14.573374021370071,4.197445679904846,0
dfd56bcc7277be4a+1,14.599807915629347,4.199142260323414,0
dfd56bcc7277be4a+3,13.886053754313274,10.914111529553377,0
dfd56bcc7277be4a+3,14.048069386555293,10.840548650820136,0
dfd56bcc7277be4a+3,14.164569372248886,10.758032946637208,0
dfd56bcc7277be4a+3,14.254637636483267,10.672419963194313,0
dfd56bcc7277be4a+3,14.29640399207157,10.589197681964068,0
dfd56bcc7277be4a+3,14.335140691150327,10.514068854311603,0
dfd56bcc7277be4a+3,14.438633954509706,10.43520267860848,0
dfd56bcc7277be4a+3,14.519708860716776,10.346509107154825,0
dfd56bcc7277be4a+3,14.526097632752176,10.26901649843266,0
dfd56bcc7277be4a+3,14.643331082332725,10.185829032721939,0
dfd56bcc7277be4a+3,14.653221203793947,10.096166553450185,0
dfd56bcc7277be4a+4,0.0,8.046842116929325,0
